,time,hero_id,item_0,item_1,item_2,item_3,item_4,item_5,gold_t,key
172,-89,13,1,63,36,534,176,123,1887,branches
173,78,13,1,63,36,534,176,123,2385,bottle
174,172,13,1,63,36,534,176,123,2878,gloves
175,280,13,1,63,36,534,176,123,3324,robe
176,366,13,1,63,36,534,176,123,3872,boots
177,366,13,1,63,36,534,176,123,4591,ward_observer
178,388,13,1,63,36,534,176,123,5007,power_treads
179,420,13,1,63,36,534,176,123,5746,magic_stick
180,469,13,1,63,36,534,176,123,6170,magic_wand
181,491,13,1,63,36,534,176,123,6708,robe
182,572,13,1,63,36,534,176,123,7496,blitz_knuckles
183,573,13,1,63,36,534,176,123,7771,clarity
184,679,13,1,63,36,534,176,123,8466,chainmail
185,746,13,1,63,36,534,176,123,8938,tpscroll
186,750,13,1,63,36,534,176,123,9654,clarity
187,750,13,1,63,36,534,176,123,10849,tpscroll
188,786,13,1,63,36,534,176,123,11850,witch_blade
189,1022,13,1,63,36,534,176,123,13153,blink
190,1025,13,1,63,36,534,176,123,13804,clarity
191,1025,13,1,63,36,534,176,123,0,clarity
192,1091,13,1,63,36,534,176,123,180,void_stone
193,1160,13,1,63,36,534,176,123,280,ring_of_health
194,1169,13,1,63,36,534,176,123,407,pers
195,1479,13,1,63,36,534,176,123,507,sphere
196,1479,13,1,63,36,534,176,123,607,ultimate_orb
197,1588,13,1,63,36,534,176,123,712,staff_of_wizardry
198,1589,13,1,63,36,534,176,123,1039,robe
199,1597,13,1,63,36,534,176,123,1152,kaya
200,1708,13,1,63,36,534,176,123,1351,ghost
201,1806,13,1,63,36,534,176,123,1607,ethereal_blade
202,-81,38,112,178,635,36,185,29,1713,quelling_blade
203,-81,38,112,178,635,36,185,29,2034,branches
204,-81,38,112,178,635,36,185,29,2474,branches
205,-81,38,112,178,635,36,185,29,2580,branches
206,-71,38,112,178,635,36,185,29,2686,tango
207,83,38,112,178,635,36,185,29,2903,boots
208,185,38,112,178,635,36,185,29,3009,ring_of_protection
209,185,38,112,178,635,36,185,29,3233,gauntlets
210,185,38,112,178,635,36,185,29,3338,gauntlets
211,194,38,112,178,635,36,185,29,3507,soul_ring
212,326,38,112,178,635,36,185,29,3749,flask
213,327,38,112,178,635,36,185,29,3929,crown
214,452,38,112,178,635,36,185,29,4231,helm_of_iron_will
215,592,38,112,178,635,36,185,29,4418,helm_of_the_dominator
216,654,38,112,178,635,36,185,29,4747,magic_stick
217,656,38,112,178,635,36,185,29,4949,ring_of_basilius
218,656,38,112,178,635,36,185,29,5157,sobi_mask
219,689,38,112,178,635,36,185,29,5838,magic_wand
220,703,38,112,178,635,36,185,29,5993,ring_of_protection
221,817,38,112,178,635,36,185,29,7026,lifesteal
222,817,38,112,178,635,36,185,29,7418,blades_of_attack
223,891,38,112,178,635,36,185,29,9106,buckler
224,891,38,112,178,635,36,185,29,9617,vladmir
225,1003,38,112,178,635,36,185,29,10024,helm_of_the_overlord
226,1041,38,112,178,635,36,185,29,0,clarity
227,1042,38,112,178,635,36,185,29,180,wind_lace
228,1042,38,112,178,635,36,185,29,331,tpscroll
229,1185,38,112,178,635,36,185,29,431,belt_of_strength
230,1186,38,112,178,635,36,185,29,571,robe
231,1215,38,112,178,635,36,185,29,770,ancient_janggo
232,1418,38,112,178,635,36,185,29,876,ring_of_protection
233,1418,38,112,178,635,36,185,29,982,buckler
234,1447,38,112,178,635,36,185,29,1140,hyperstone
235,1457,38,112,178,635,36,185,29,1436,assault
236,1457,38,112,178,635,36,185,29,1663,platemail
237,-89,5,254,102,73,43,36,214,2045,tango
238,-89,5,254,102,73,43,36,214,2278,enchanted_mango
239,-89,5,254,102,73,43,36,214,2638,faerie_fire
240,-89,5,254,102,73,43,36,214,2798,branches
241,-89,5,254,102,73,43,36,214,3281,branches
242,-89,5,254,102,73,43,36,214,3462,ward_sentry
243,16,5,254,102,73,43,36,214,3864,flask
244,181,5,254,102,73,43,36,214,4344,enchanted_mango
245,181,5,254,102,73,43,36,214,4550,enchanted_mango
246,182,5,254,102,73,43,36,214,4784,enchanted_mango
247,302,5,254,102,73,43,36,214,4976,magic_stick
248,328,5,254,102,73,43,36,214,5392,enchanted_mango
249,328,5,254,102,73,43,36,214,6376,enchanted_mango
250,388,5,254,102,73,43,36,214,7068,branches
251,510,5,254,102,73,43,36,214,7474,boots
252,597,5,254,102,73,43,36,214,7895,wind_lace
253,597,5,254,102,73,43,36,214,8548,ring_of_regen
254,606,5,254,102,73,43,36,214,8895,ward_observer
255,606,5,254,102,73,43,36,214,9298,ward_observer
256,616,5,254,102,73,43,36,214,9508,branches
257,625,5,254,102,73,43,36,214,10082,ward_sentry
258,648,5,254,102,73,43,36,214,10846,tranquil_boots
259,700,5,254,102,73,43,36,214,11059,magic_wand
260,704,5,254,102,73,43,36,214,11261,ward_sentry
261,706,5,254,102,73,43,36,214,11413,ward_sentry
262,721,5,254,102,73,43,36,214,12168,ward_observer
263,983,5,254,102,73,43,36,214,13417,circlet
264,983,5,254,102,73,43,36,214,13901,gauntlets
265,983,5,254,102,73,43,36,214,14296,bracer
266,1062,5,254,102,73,43,36,214,15035,ward_observer
267,1063,5,254,102,73,43,36,214,15310,ward_sentry
268,1063,5,254,102,73,43,36,214,15707,ward_sentry
269,1096,5,254,102,73,43,36,214,16256,ward_observer
270,1096,5,254,102,73,43,36,214,16566,ward_sentry
271,1097,5,254,102,73,43,36,214,17038,ward_sentry
272,1182,5,254,102,73,43,36,214,17278,ward_observer
273,1260,5,254,102,73,43,36,214,17514,shadow_amulet
274,1270,5,254,102,73,43,36,214,17925,ward_observer
275,1353,5,254,102,73,43,36,214,18468,smoke_of_deceit
276,1353,5,254,102,73,43,36,214,18767,ward_sentry
277,1482,5,254,102,73,43,36,214,18887,cloak
278,1552,5,254,102,73,43,36,214,20542,glimmer_cape
279,1586,5,254,102,73,43,36,214,21136,ward_observer
280,1586,5,254,102,73,43,36,214,0,ward_sentry
281,1586,5,254,102,73,43,36,214,262,ward_sentry
282,1678,5,254,102,73,43,36,214,711,ward_observer
283,1678,5,254,102,73,43,36,214,995,ward_observer
284,1678,5,254,102,73,43,36,214,1545,ward_sentry
285,1679,5,254,102,73,43,36,214,1807,ward_sentry
286,1773,5,254,102,73,43,36,214,2128,aghanims_shard
287,1830,5,254,102,73,43,36,214,2637,ward_sentry
288,1830,5,254,102,73,43,36,214,3093,ward_sentry
289,1831,5,254,102,73,43,36,214,3460,ward_sentry
290,1831,5,254,102,73,43,36,214,4197,ward_sentry
291,1984,5,254,102,73,43,36,214,4866,staff_of_wizardry
292,1984,5,254,102,73,43,36,214,5341,fluffy_hat
293,1984,5,254,102,73,43,36,214,6050,force_staff
294,-89,5,214,254,36,116,102,43,6666,tango
295,-89,5,214,254,36,116,102,43,7193,flask
296,-89,5,214,254,36,116,102,43,7735,smoke_of_deceit
297,-89,5,214,254,36,116,102,43,8266,enchanted_mango
298,-89,5,214,254,36,116,102,43,9063,ward_sentry
299,-89,5,214,254,36,116,102,43,9866,enchanted_mango
300,-89,5,214,254,36,116,102,43,11177,branches
301,9,5,214,254,36,116,102,43,12040,ward_sentry
302,68,5,214,254,36,116,102,43,12817,ward_observer
303,74,5,214,254,36,116,102,43,13612,tango
304,75,5,214,254,36,116,102,43,14140,enchanted_mango
305,181,5,214,254,36,116,102,43,14930,enchanted_mango
306,182,5,214,254,36,116,102,43,15255,enchanted_mango
307,183,5,214,254,36,116,102,43,15672,enchanted_mango
308,245,5,214,254,36,116,102,43,16865,magic_stick
309,262,5,214,254,36,116,102,43,17718,ward_sentry
310,278,5,214,254,36,116,102,43,18778,enchanted_mango
311,392,5,214,254,36,116,102,43,20019,branches
312,392,5,214,254,36,116,102,43,21963,magic_wand
313,463,5,214,254,36,116,102,43,23639,ward_sentry
314,516,5,214,254,36,116,102,43,0,ward_sentry
315,517,5,214,254,36,116,102,43,232,smoke_of_deceit
316,573,5,214,254,36,116,102,43,333,boots
317,638,5,214,254,36,116,102,43,433,ward_observer
318,638,5,214,254,36,116,102,43,573,ward_sentry
319,638,5,214,254,36,116,102,43,707,ward_sentry
320,652,5,214,254,36,116,102,43,812,fluffy_hat
321,691,5,214,254,36,116,102,43,1089,wind_lace
322,724,5,214,254,36,116,102,43,1328,ring_of_regen
323,727,5,214,254,36,116,102,43,1542,ward_observer
324,728,5,214,254,36,116,102,43,1738,ward_sentry
325,757,5,214,254,36,116,102,43,1844,tranquil_boots
326,814,5,214,254,36,116,102,43,2009,ward_sentry
327,856,5,214,254,36,116,102,43,2251,ward_observer
328,856,5,214,254,36,116,102,43,2563,ward_sentry
329,867,5,214,254,36,116,102,43,2975,smoke_of_deceit
330,990,5,214,254,36,116,102,43,3081,ward_sentry
331,990,5,214,254,36,116,102,43,3346,ward_sentry
332,990,5,214,254,36,116,102,43,3549,ward_observer
333,1025,5,214,254,36,116,102,43,3965,staff_of_wizardry
334,1062,5,214,254,36,116,102,43,4071,ward_sentry
335,1108,5,214,254,36,116,102,43,4321,dust
336,1244,5,214,254,36,116,102,43,4486,tome_of_knowledge
337,1279,5,214,254,36,116,102,43,5175,ward_observer
338,1279,5,214,254,36,116,102,43,5287,ward_sentry
339,1279,5,214,254,36,116,102,43,5581,ward_sentry
340,1297,5,214,254,36,116,102,43,5844,force_staff
341,1307,5,214,254,36,116,102,43,6090,ward_sentry
342,1314,5,214,254,36,116,102,43,6271,dust
343,1398,5,214,254,36,116,102,43,6954,ward_observer
344,1398,5,214,254,36,116,102,43,7282,ward_sentry
345,1467,5,214,254,36,116,102,43,7617,shadow_amulet
346,1467,5,214,254,36,116,102,43,0,cloak
347,1469,5,214,254,36,116,102,43,232,ward_sentry
348,1469,5,214,254,36,116,102,43,333,ward_sentry
349,1470,5,214,254,36,116,102,43,433,ward_sentry
350,1533,5,214,254,36,116,102,43,573,ward_observer
351,1533,5,214,254,36,116,102,43,707,ward_sentry
352,1562,5,214,254,36,116,102,43,812,glimmer_cape
353,1612,5,214,254,36,116,102,43,1089,ward_sentry
354,1613,5,214,254,36,116,102,43,1328,dust
355,1681,5,214,254,36,116,102,43,1542,ward_observer
356,1681,5,214,254,36,116,102,43,1738,ward_sentry
357,1742,5,214,254,36,116,102,43,1844,ward_sentry
358,1812,5,214,254,36,116,102,43,2009,ward_observer
359,1813,5,214,254,36,116,102,43,2251,ward_sentry
360,1813,5,214,254,36,116,102,43,2563,tome_of_knowledge
361,1831,5,214,254,36,116,102,43,2975,aghanims_shard
362,1948,5,214,254,36,116,102,43,3081,ward_sentry
363,1960,5,214,254,36,116,102,43,3346,ward_observer
364,2003,5,214,254,36,116,102,43,3549,ogre_axe
365,2019,5,214,254,36,116,102,43,3965,ward_sentry
366,2111,5,214,254,36,116,102,43,4071,ward_observer
367,2111,5,214,254,36,116,102,43,4321,ward_sentry
368,2191,5,214,254,36,116,102,43,4486,mithril_hammer
369,2237,5,214,254,36,116,102,43,5175,ward_observer
370,2237,5,214,254,36,116,102,43,5287,ward_sentry
371,2237,5,214,254,36,116,102,43,5581,ward_sentry
372,2358,5,214,254,36,116,102,43,5844,ward_observer
373,2369,5,214,254,36,116,102,43,6090,ward_sentry
374,2369,5,214,254,36,116,102,43,6271,ward_sentry
375,2378,5,214,254,36,116,102,43,6954,black_king_bar
376,2475,5,214,254,36,116,102,43,7282,ward_sentry
377,2476,5,214,254,36,116,102,43,7617,ward_observer
378,2596,5,214,254,36,116,102,43,0,ward_sentry
379,2597,5,214,254,36,116,102,43,262,ward_sentry
380,2610,5,214,254,36,116,102,43,711,ward_observer
381,2669,5,214,254,36,116,102,43,995,ward_sentry
382,2743,5,214,254,36,116,102,43,1545,ward_sentry
383,2745,5,214,254,36,116,102,43,1807,ward_observer
384,2806,5,214,254,36,116,102,43,2128,ward_sentry
385,2881,5,214,254,36,116,102,43,2637,point_booster
386,2885,5,214,254,36,116,102,43,3093,ward_observer
387,2886,5,214,254,36,116,102,43,3460,ward_sentry
388,3024,5,214,254,36,116,102,43,4197,ward_observer
389,3024,5,214,254,36,116,102,43,4866,ward_sentry
390,3024,5,214,254,36,116,102,43,5341,ward_sentry
391,3049,5,214,254,36,116,102,43,6050,tome_of_knowledge
392,-89,99,108,50,143,112,131,116,6666,tango
393,-89,99,108,50,143,112,131,116,7193,quelling_blade
394,-89,99,108,50,143,112,131,116,7735,gauntlets
395,-89,99,108,50,143,112,131,116,8266,branches
396,-89,99,108,50,143,112,131,116,9063,magic_stick
397,138,99,108,50,143,112,131,116,9866,ring_of_health
398,184,99,108,50,143,112,131,116,11177,ring_of_regen
399,258,99,108,50,143,112,131,116,12040,hood_of_defiance
400,258,99,108,50,143,112,131,116,12817,cloak
401,344,99,108,50,143,112,131,116,13612,boots
402,400,99,108,50,143,112,131,116,14140,ring_of_protection
403,400,99,108,50,143,112,131,116,14930,gauntlets
404,447,99,108,50,143,112,131,116,15255,soul_ring
405,489,99,108,50,143,112,131,116,15672,blades_of_attack
406,526,99,108,50,143,112,131,116,16865,tpscroll
407,559,99,108,50,143,112,131,116,17718,chainmail
408,597,99,108,50,143,112,131,116,18778,phase_boots
409,649,99,108,50,143,112,131,116,20019,ogre_axe
410,657,99,108,50,143,112,131,116,21963,ward_sentry
411,658,99,108,50,143,112,131,116,23639,ward_observer
412,777,99,108,50,143,112,131,116,0,point_booster
413,875,99,108,50,143,112,131,116,191,staff_of_wizardry
414,1004,99,108,50,143,112,131,116,503,blade_of_alacrity
415,1021,99,108,50,143,112,131,116,808,ultimate_scepter
416,1092,99,108,50,143,112,131,116,1101,ogre_axe
417,1176,99,108,50,143,112,131,116,1324,mithril_hammer
418,1209,99,108,50,143,112,131,116,1701,tpscroll
419,1302,99,108,50,143,112,131,116,1978,black_king_bar
420,1413,99,108,50,143,112,131,116,2420,tpscroll
421,1469,99,108,50,143,112,131,116,3163,hyperstone
422,1526,99,108,50,143,112,131,116,3704,ring_of_protection
423,1526,99,108,50,143,112,131,116,4217,buckler
424,1722,99,108,50,143,112,131,116,4878,platemail
425,1737,99,108,50,143,112,131,116,5973,assault
426,1842,99,108,50,143,112,131,116,6159,mithril_hammer
427,1847,99,108,50,143,112,131,116,6532,belt_of_strength
428,1880,99,108,50,143,112,131,116,7080,basher
429,1938,99,108,50,143,112,131,116,7672,clarity
430,1938,99,108,50,143,112,131,116,7944,clarity
431,1939,99,108,50,143,112,131,116,8212,tpscroll
432,1981,99,108,50,143,112,131,116,9078,ring_of_health
433,-89,135,229,0,0,29,39,36,10129,ward_sentry
434,-89,135,229,0,0,29,39,36,10739,tango
435,-89,135,229,0,0,29,39,36,11527,enchanted_mango
436,-89,135,229,0,0,29,39,36,11861,clarity
437,-89,135,229,0,0,29,39,36,12579,ward_observer
438,-89,135,229,0,0,29,39,36,13573,magic_stick
439,10,135,229,0,0,29,39,36,0,flask
440,79,135,229,0,0,29,39,36,191,ward_sentry
441,90,135,229,0,0,29,39,36,503,enchanted_mango
442,163,135,229,0,0,29,39,36,808,tango
443,164,135,229,0,0,29,39,36,1101,clarity
444,191,135,229,0,0,29,39,36,1324,flask
445,277,135,229,0,0,29,39,36,1701,enchanted_mango
446,277,135,229,0,0,29,39,36,1978,enchanted_mango
447,278,135,229,0,0,29,39,36,2420,clarity
448,280,135,229,0,0,29,39,36,3163,ward_observer
449,409,135,229,0,0,29,39,36,3704,tpscroll
450,410,135,229,0,0,29,39,36,4217,clarity
451,452,135,229,0,0,29,39,36,4878,boots
452,508,135,229,0,0,29,39,36,5973,ward_observer
453,508,135,229,0,0,29,39,36,6159,ward_sentry
454,591,135,229,0,0,29,39,36,6532,ward_sentry
455,591,135,229,0,0,29,39,36,7080,ward_sentry
456,592,135,229,0,0,29,39,36,7672,ward_observer
457,616,135,229,0,0,29,39,36,7944,tome_of_knowledge
458,619,135,229,0,0,29,39,36,8212,tpscroll
459,619,135,229,0,0,29,39,36,9078,clarity
460,623,135,229,0,0,29,39,36,10129,smoke_of_deceit
461,709,135,229,0,0,29,39,36,10739,ward_sentry
462,720,135,229,0,0,29,39,36,11527,infused_raindrop
463,797,135,229,0,0,29,39,36,11861,ward_sentry
464,797,135,229,0,0,29,39,36,12579,faerie_fire
465,798,135,229,0,0,29,39,36,13573,smoke_of_deceit
466,884,135,229,0,0,29,39,36,0,ward_sentry
467,884,135,229,0,0,29,39,36,215,ward_observer
468,905,135,229,0,0,29,39,36,453,ward_sentry
469,905,135,229,0,0,29,39,36,635,ward_sentry
470,905,135,229,0,0,29,39,36,844,ward_sentry
471,991,135,229,0,0,29,39,36,1151,ward_sentry
472,991,135,229,0,0,29,39,36,1488,ward_observer
473,1039,135,229,0,0,29,39,36,1760,chainmail
474,1039,135,229,0,0,29,39,36,1918,sobi_mask
475,1039,135,229,0,0,29,39,36,2243,medallion_of_courage
476,1039,135,229,0,0,29,39,36,2992,blight_stone
477,1040,135,229,0,0,29,39,36,3408,ward_sentry
478,1103,135,229,0,0,29,39,36,3590,wind_lace
479,1221,135,229,0,0,29,39,36,4024,ward_sentry
480,1221,135,229,0,0,29,39,36,4351,ward_observer
481,1306,135,229,0,0,29,39,36,4946,crown
482,1308,135,229,0,0,29,39,36,5751,ward_sentry
483,1308,135,229,0,0,29,39,36,6648,ward_observer
484,1412,135,229,0,0,29,39,36,7465,solar_crest
485,1460,135,229,0,0,29,39,36,8031,ward_sentry
486,1460,135,229,0,0,29,39,36,8628,ward_observer
487,1460,135,229,0,0,29,39,36,9662,smoke_of_deceit
488,1462,135,229,0,0,29,39,36,10243,clarity
489,1547,135,229,0,0,29,39,36,10783,branches
490,1547,135,229,0,0,29,39,36,11948,branches
491,1547,135,229,0,0,29,39,36,12475,magic_wand
492,1549,135,229,0,0,29,39,36,13438,ward_observer
493,1549,135,229,0,0,29,39,36,14373,ward_sentry
494,1568,135,229,0,0,29,39,36,14766,ward_sentry
495,1684,135,229,0,0,29,39,36,15741,ward_sentry
496,1684,135,229,0,0,29,39,36,16415,ward_sentry
497,1685,135,229,0,0,29,39,36,18015,ward_observer
498,1801,135,229,0,0,29,39,36,18906,ward_observer
499,1801,135,229,0,0,29,39,36,20034,ward_sentry
500,-89,135,229,0,0,29,39,36,20661,ward_sentry
501,-89,135,229,0,0,29,39,36,22526,tango
502,-89,135,229,0,0,29,39,36,23374,enchanted_mango
503,-89,135,229,0,0,29,39,36,23486,clarity
504,-89,135,229,0,0,29,39,36,24215,ward_observer
505,-89,135,229,0,0,29,39,36,24884,magic_stick
506,10,135,229,0,0,29,39,36,26350,flask
